cgpa,easySolved,mediumSolved,hardSolved,contestRating,projectsCount,internshipsCount,certifications,branch,semester,communityActivityScore,placed,packageBand
7.75,276,109,35,839.0,5,0,3,CSE,7,0,True,high
8.54,149,98,26,1608.0,3,2,1,CSE,5,62,True,high
6.57,338,36,7,1441.0,3,3,0,CSE,7,15,True,mid
8.22,11,70,31,1466.0,2,1,5,EEE,5,24,True,high
7.98,17,32,0,1271.0,7,2,3,CSE,8,61,True,high
8.34,259,30,16,1547.0,2,1,1,MECH,6,81,True,high
8.12,148,182,8,1192.0,5,3,1,MECH,7,79,True,high
10.0,133,124,19,1231.0,0,3,5,EEE,5,82,True,high
7.1,318,11,44,1557.0,1,3,0,MECH,8,15,True,high
7.22,237,10,31,1489.0,6,2,3,CSE,8,68,True,high
7.11,19,87,1,1081.0,6,1,0,ECE,5,90,True,mid
7.19,221,71,31,1794.0,7,1,5,EEE,6,69,True,high
7.1,121,31,44,1210.0,3,0,1,EEE,5,33,True,high
9.11,17,56,8,1367.0,4,2,2,CSE,7,79,True,high
9.36,301,165,29,1837.0,6,0,2,CSE,6,52,True,high
7.17,262,187,19,885.0,2,0,4,CSE,7,22,True,low
6.88,23,85,37,973.0,1,2,2,ECE,5,42,False,none
8.32,249,18,0,1510.0,0,0,5,MECH,7,43,True,mid
7.19,251,115,4,800.0,1,0,5,ECE,7,31,True,low
8.5,158,183,34,889.0,3,0,5,MECH,7,22,True,high
8.02,245,13,35,1694.0,7,3,3,CSE,7,19,True,high
6.13,315,32,0,1298.0,1,2,4,CIVIL,5,18,True,mid
9.5,176,9,13,1949.0,3,3,3,ECE,7,92,True,high
9.78,29,79,8,1141.0,5,0,2,CSE,7,71,True,high
7.13,225,191,29,1320.0,2,0,2,EEE,7,28,True,high
7.37,144,63,23,1535.0,2,3,1,ECE,5,17,True,high
8.11,138,189,3,1518.0,3,0,3,CSE,7,68,True,high
8.17,303,67,49,1336.0,4,2,0,MECH,8,11,True,high
8.52,255,91,13,1238.0,2,1,1,IT,8,9,True,low
10.0,198,124,24,1458.0,7,3,3,CSE,7,36,True,high
7.61,53,170,3,1744.0,4,1,5,ECE,6,80,True,high
6.92,95,79,24,1591.0,3,1,4,CSE,6,95,True,high
6.28,53,58,9,1242.0,5,1,3,IT,5,54,True,mid
7.0,339,179,34,1152.0,3,3,4,CSE,6,3,True,high
7.76,154,96,6,1227.0,5,0,4,CSE,5,94,True,high
9.77,60,18,41,1082.0,6,2,2,ECE,6,62,True,high
7.23,251,148,12,1437.0,2,0,0,CSE,8,89,True,high
8.05,303,21,3,1603.0,7,2,3,CSE,8,11,True,high
7.78,60,8,49,1382.0,4,0,0,CSE,8,17,True,low
9.11,275,8,42,1830.0,7,1,4,CSE,5,7,True,high
10.0,129,26,35,1844.0,3,1,2,CSE,8,31,True,high
7.22,209,16,13,1477.0,6,2,0,CIVIL,5,83,True,high
7.26,257,171,17,1575.0,2,3,1,IT,7,48,True,high
8.95,79,44,7,1175.0,7,0,4,ECE,7,62,True,high
8.55,66,7,31,1310.0,6,1,1,EEE,6,76,True,high
9.83,48,145,26,1718.0,5,2,5,EEE,8,58,True,high
8.44,298,124,41,1255.0,3,0,0,CSE,6,86,True,high
7.4,27,122,36,1772.0,6,2,0,CSE,7,66,True,high
8.45,229,32,22,1678.0,7,3,0,EEE,5,98,True,high
9.02,322,0,6,1588.0,6,3,5,CSE,8,38,True,high
8.7,253,5,11,1107.0,5,0,3,ECE,6,49,True,high
8.36,313,40,24,1322.0,1,3,4,ECE,7,84,True,high
8.97,307,182,2,1561.0,7,0,4,ECE,7,70,True,high
9.09,292,4,25,1154.0,5,0,4,MECH,7,25,True,high
9.32,83,186,3,1352.0,1,3,3,EEE,7,22,True,high
8.51,119,79,41,1588.0,2,2,0,IT,6,95,True,high
7.62,189,17,35,1258.0,3,2,0,MECH,7,62,True,high
7.96,41,176,14,1188.0,6,0,5,CSE,8,65,True,high
9.13,243,81,31,950.0,2,1,1,EEE,8,38,True,high
6.9,291,64,28,1303.0,0,0,3,EEE,5,65,True,low
8.21,34,82,9,1593.0,5,2,2,EEE,5,45,True,high
7.37,340,181,20,1182.0,2,0,3,ECE,6,14,True,mid
7.83,288,188,15,1404.0,2,2,5,CSE,7,15,True,high
9.21,235,135,46,1344.0,6,3,1,IT,6,89,True,high
8.01,66,130,18,1233.0,1,0,1,CIVIL,7,71,True,mid
7.85,189,24,28,1609.0,5,0,1,ECE,8,15,True,high
6.3,241,68,17,1811.0,1,3,0,CSE,6,84,True,high
8.62,296,182,43,1651.0,3,3,2,MECH,6,38,True,high
8.51,73,167,15,1226.0,2,1,1,ECE,8,10,True,mid
10.0,241,81,0,1898.0,5,3,4,CSE,6,87,True,high
7.46,298,177,47,1650.0,2,1,0,EEE,6,35,True,high
8.04,222,116,1,1286.0,3,3,2,MECH,6,17,True,high
8.07,267,94,14,1206.0,4,2,4,CSE,6,22,True,high
9.54,27,32,38,1680.0,3,0,2,MECH,7,76,True,high
7.7,184,110,27,1443.0,1,3,5,EEE,6,48,True,high
8.11,238,145,0,1187.0,1,2,2,ECE,6,41,True,high
8.47,235,124,4,1363.0,7,3,4,CSE,7,43,True,high
8.01,93,184,41,1298.0,2,0,3,CSE,6,0,True,high
7.31,300,15,21,1194.0,1,3,2,CSE,6,6,True,high
8.01,255,79,35,1654.0,5,3,3,CSE,7,47,True,high
8.98,119,37,45,1595.0,3,0,2,CSE,8,84,True,high
6.67,263,168,12,1610.0,2,3,5,ECE,6,15,True,high
7.95,97,134,0,1606.0,3,0,4,CSE,5,47,True,high
7.03,81,77,15,1171.0,3,1,2,CSE,7,77,True,mid
9.11,39,180,40,1249.0,2,3,1,CSE,7,42,True,high
6.12,181,62,21,1765.0,6,2,5,CSE,6,50,True,high
7.19,318,111,31,1427.0,4,3,1,EEE,5,65,True,high
8.21,186,88,15,1032.0,7,0,5,ECE,5,30,True,high
9.52,148,159,14,1454.0,6,0,5,CSE,7,38,True,high
7.73,203,37,45,1564.0,1,2,2,CSE,6,8,True,high
7.19,195,149,41,1531.0,0,2,4,EEE,8,40,True,high
9.87,227,143,11,1166.0,7,0,4,CSE,7,62,True,high
6.21,173,51,0,1872.0,6,1,0,IT,7,13,True,high
5.5,170,28,16,1025.0,0,1,4,EEE,8,57,True,low
8.28,22,143,40,1428.0,0,0,3,CSE,5,73,True,high
7.25,305,75,49,1834.0,1,1,2,ECE,7,87,True,high
6.68,98,144,27,1548.0,4,2,1,EEE,5,96,True,high
8.58,333,63,6,1609.0,3,1,4,CSE,6,97,True,high
8.07,51,90,8,1137.0,2,2,1,CSE,5,83,True,high
7.18,219,88,21,1487.0,4,3,0,ECE,5,63,True,high
6.39,238,12,25,1391.0,0,2,2,IT,8,27,True,mid
8.76,284,71,11,1117.0,7,3,4,CSE,7,3,True,high
8.52,288,183,6,1616.0,5,2,1,ECE,8,33,True,high
7.69,260,4,45,1195.0,1,2,5,CSE,6,3,True,high
9.83,319,11,46,1225.0,6,1,4,ECE,7,69,True,high
6.62,217,168,14,1508.0,7,2,0,EEE,5,57,True,high
6.12,330,2,37,1364.0,1,0,5,ECE,6,85,True,mid
7.04,149,32,20,1442.0,6,3,1,MECH,7,3,True,high
7.75,289,120,13,1349.0,2,3,1,CSE,5,49,True,high
8.07,43,49,1,1753.0,5,2,2,EEE,7,4,True,high
7.53,318,183,7,1169.0,3,0,2,CSE,6,74,True,mid
8.19,27,136,44,1284.0,4,2,1,MECH,6,44,True,high
6.42,66,177,5,1520.0,5,2,5,MECH,7,34,True,high
9.39,121,28,36,1153.0,4,1,2,MECH,8,82,True,high
7.71,14,38,36,1142.0,4,2,1,CSE,5,74,True,high
9.03,191,90,32,1434.0,3,2,5,EEE,7,74,True,high
8.18,22,99,40,1617.0,3,1,3,ECE,7,26,True,high
8.3,348,172,5,1649.0,6,1,4,IT,5,1,True,high
8.43,294,16,25,1423.0,3,0,3,CSE,7,53,True,high
8.29,268,55,38,1232.0,2,1,3,MECH,6,71,True,high
8.51,99,45,40,1469.0,1,3,4,CSE,5,97,True,high
9.26,113,66,36,1542.0,0,3,1,CSE,5,83,True,high
8.02,195,196,13,1465.0,3,0,1,CSE,8,86,True,high
8.58,259,141,36,1709.0,1,2,2,CSE,5,78,True,high
7.7,264,66,7,1146.0,6,0,0,CSE,6,47,True,high
9.38,85,22,38,1226.0,3,1,1,CSE,5,76,True,high
7.06,117,93,12,1674.0,0,2,4,CSE,5,94,True,high
9.78,165,188,12,1032.0,5,0,0,MECH,6,48,True,high
7.76,91,150,39,1265.0,7,0,4,ECE,6,77,True,high
6.23,86,154,42,1217.0,3,3,4,MECH,6,0,True,high
7.94,267,53,27,1009.0,1,0,4,EEE,5,90,True,mid
7.05,136,137,17,1353.0,6,2,0,MECH,8,32,True,high
8.72,291,76,18,1587.0,6,0,3,ECE,7,34,True,high
7.08,97,15,37,1439.0,7,0,5,CSE,5,53,True,high
7.31,213,40,31,1600.0,2,1,4,EEE,6,55,True,high
5.72,25,97,21,1698.0,6,0,2,EEE,5,14,True,high
7.3,160,182,1,1304.0,5,2,1,EEE,7,68,True,high
5.5,263,127,12,2062.0,6,3,5,MECH,6,3,True,high
6.06,197,60,22,1314.0,6,3,1,EEE,5,83,False,none
8.64,338,85,24,1347.0,5,3,1,ECE,5,63,True,high
8.66,41,117,27,1223.0,7,3,0,MECH,6,21,True,high
8.27,280,99,10,1536.0,7,1,2,EEE,8,23,True,high
6.74,14,48,32,1327.0,5,2,2,CSE,5,46,True,high
7.75,339,179,23,1380.0,0,1,5,ECE,5,74,True,high
7.8,317,1,1,1349.0,1,3,2,EEE,7,5,True,high
6.53,342,119,29,1343.0,4,1,2,ECE,7,26,True,high
9.45,178,177,16,1440.0,6,0,2,IT,5,9,True,high
8.77,190,122,39,1287.0,7,2,5,CSE,6,38,True,high
7.56,187,85,33,1299.0,4,0,3,EEE,6,73,True,high
7.83,152,170,37,1668.0,4,1,2,MECH,5,89,True,high
8.03,257,76,21,1327.0,2,0,2,EEE,6,36,True,mid
5.55,136,135,4,1496.0,3,1,0,CSE,5,53,True,low
7.53,272,58,47,1178.0,6,1,0,CSE,7,96,True,high
7.05,49,192,39,1289.0,3,2,2,ECE,8,50,True,high
6.7,264,11,15,1092.0,3,2,3,CSE,7,59,True,high
7.49,152,3,12,1864.0,2,2,2,CIVIL,6,71,True,high
9.78,249,116,25,1744.0,4,3,2,CSE,7,50,True,high
8.5,237,94,30,1549.0,5,2,2,EEE,7,61,True,high
7.17,207,124,38,1938.0,3,0,4,CSE,8,48,True,high
8.43,74,40,47,1593.0,7,2,3,ECE,7,50,True,high
9.34,20,122,22,1357.0,5,2,1,EEE,7,27,True,high
8.82,117,6,47,1493.0,5,2,2,CSE,6,35,True,high
7.87,35,68,11,1740.0,2,1,1,EEE,6,24,True,high
7.09,160,68,13,1180.0,7,1,3,CSE,6,35,True,high
8.57,230,80,17,1107.0,2,2,2,EEE,5,76,True,high
8.23,246,29,26,1502.0,1,1,1,ECE,6,59,True,high
8.78,246,72,27,1253.0,6,1,5,CSE,6,6,True,high
8.5,228,5,17,835.0,3,3,1,CSE,7,64,True,high
8.95,160,88,15,1089.0,4,0,3,EEE,8,72,True,high
7.21,132,146,15,1322.0,0,1,2,CSE,6,91,True,high
9.25,153,65,12,1412.0,7,0,4,CSE,5,35,True,high
8.02,198,9,28,1419.0,2,1,3,MECH,8,93,True,high
10.0,264,143,8,1901.0,5,2,4,CSE,8,72,True,high
7.04,77,36,25,1348.0,1,1,2,EEE,6,29,True,mid
9.71,113,76,27,1470.0,0,1,1,ECE,5,98,True,high
8.02,345,76,40,994.0,2,0,5,CSE,6,46,True,high
7.08,168,31,12,1392.0,1,2,5,CSE,5,90,True,high
7.27,318,46,35,1484.0,5,3,3,ECE,8,28,True,high
7.45,309,109,8,1056.0,3,0,3,CSE,7,4,True,high
8.27,99,199,46,1167.0,6,2,3,CSE,6,64,True,high
8.38,265,170,13,1522.0,6,2,0,EEE,8,68,True,high
7.17,229,119,11,1263.0,1,0,5,ECE,7,62,True,mid
7.77,18,163,31,1374.0,2,1,5,CSE,8,92,True,high
10.0,21,153,37,1535.0,6,2,2,ECE,8,55,True,high
9.7,334,9,2,1909.0,6,3,0,ECE,5,16,True,high
8.28,253,158,15,1345.0,3,1,3,ECE,5,50,True,high
7.84,191,96,19,1842.0,5,0,3,EEE,7,36,True,high
7.93,293,156,31,910.0,4,0,4,IT,8,87,True,high
8.47,321,4,22,1437.0,6,0,0,CSE,8,90,True,high
6.67,108,76,16,1316.0,1,0,1,CSE,7,8,True,low
7.52,206,0,15,1267.0,0,3,5,CSE,5,37,True,high
5.96,235,130,37,1565.0,7,3,2,CSE,5,52,True,high
8.24,342,66,7,1346.0,5,2,1,CSE,7,12,True,high
8.51,112,198,18,894.0,3,3,1,CSE,7,89,True,high
7.27,115,162,29,1003.0,5,0,2,EEE,7,52,True,high
9.53,67,14,33,1581.0,3,3,3,CSE,6,74,True,high
6.45,87,194,13,991.0,5,1,5,EEE,7,87,True,high
6.19,84,92,21,1587.0,7,1,4,CSE,8,96,True,high
8.05,51,29,43,1431.0,4,2,3,IT,6,48,True,high
8.95,333,102,16,1357.0,1,0,3,ECE,6,69,True,high
9.65,190,81,14,1380.0,0,3,0,MECH,7,34,True,high
7.3,42,74,49,1529.0,6,2,1,CIVIL,8,15,True,high
8.99,80,170,47,1106.0,4,2,1,CIVIL,6,12,True,high
7.76,65,59,31,1411.0,1,3,5,ECE,6,10,True,high
7.61,114,39,12,1115.0,0,2,1,CSE,6,86,True,mid
8.77,209,192,20,1441.0,5,0,4,ECE,6,1,True,high
8.52,110,156,48,1562.0,7,3,4,ECE,5,93,True,high
6.07,265,73,39,1441.0,6,1,4,CSE,7,18,True,high
9.42,316,120,32,1552.0,0,1,2,CSE,6,44,True,high
9.32,83,146,26,1225.0,2,3,5,CSE,7,45,True,high
7.11,180,2,34,1384.0,0,2,4,CSE,5,46,True,high
8.24,152,35,15,1341.0,1,2,0,CSE,5,48,True,mid
8.34,175,42,27,1324.0,4,1,0,ECE,7,78,True,high
8.09,270,142,33,1200.0,6,1,3,CSE,7,41,True,high
7.19,230,168,46,1292.0,4,0,3,ECE,6,32,True,high
7.06,92,114,0,1122.0,6,2,5,MECH,8,40,True,high
7.77,191,108,40,976.0,2,0,3,ECE,5,68,True,high
9.09,316,89,47,1225.0,1,1,3,IT,6,85,True,high
8.4,19,163,30,1556.0,7,1,0,CSE,7,90,True,high
7.39,13,83,35,1459.0,7,1,3,CIVIL,8,98,True,high
8.65,345,76,43,1086.0,0,1,0,CSE,6,18,True,high
5.5,301,160,32,1298.0,2,0,4,IT,6,38,True,mid
9.06,290,4,32,1573.0,5,1,4,CSE,7,6,True,high
5.89,224,77,38,1288.0,3,3,5,EEE,6,38,True,high
7.4,107,90,17,1046.0,5,2,2,CSE,7,97,True,high
6.57,110,86,22,1964.0,1,1,3,EEE,6,33,True,high
6.38,18,13,22,1358.0,2,2,4,CSE,8,90,True,mid
9.08,70,103,14,1109.0,4,1,4,EEE,6,43,True,high
7.29,318,195,25,1443.0,2,0,5,EEE,8,68,True,high
8.18,155,82,29,1379.0,3,2,1,IT,6,67,True,high
7.75,72,174,24,1015.0,7,0,1,EEE,8,62,True,high
8.32,130,53,44,1423.0,1,1,5,ECE,6,70,True,high
7.88,235,131,15,1646.0,2,3,0,CSE,6,47,True,high
6.39,114,94,38,1342.0,6,3,2,EEE,6,2,True,high
8.9,269,8,47,885.0,5,3,5,CSE,8,84,True,high
7.26,264,52,44,1485.0,0,3,1,MECH,6,33,True,high
6.09,216,76,13,1551.0,5,3,2,CSE,6,8,True,high
7.33,37,59,16,1253.0,1,0,4,ECE,5,60,True,high
9.45,179,45,11,1255.0,7,3,5,ECE,8,19,True,high
8.74,345,53,28,1964.0,2,1,0,CSE,6,39,True,high
7.42,85,73,31,1235.0,7,0,2,EEE,6,11,False,none
7.42,125,111,23,1120.0,5,0,1,CSE,8,27,True,high
7.45,78,94,12,1406.0,2,3,4,CSE,8,47,True,high
10.0,243,164,19,1544.0,5,2,5,IT,6,96,True,high
8.22,10,22,14,1533.0,1,1,3,CSE,8,73,True,high
8.27,176,26,3,800.0,4,0,4,EEE,6,74,False,none
8.93,227,69,33,1235.0,7,1,1,ECE,5,6,True,high
8.06,282,193,27,1688.0,7,2,5,EEE,8,81,True,high
7.52,260,108,49,1482.0,5,0,1,CSE,7,82,True,high
7.58,183,188,1,1091.0,0,1,3,ECE,6,13,True,mid
7.72,179,76,46,1711.0,5,3,4,CSE,5,80,True,high
7.76,255,178,29,1641.0,1,0,2,ECE,6,86,True,high
8.6,99,49,25,1326.0,5,0,2,IT,7,18,True,high
7.86,58,123,46,1620.0,0,0,4,CSE,8,53,True,high
8.61,303,18,25,1900.0,6,0,2,MECH,6,59,True,high
7.71,159,0,19,1136.0,0,3,5,CSE,8,66,True,high
7.89,141,39,41,1539.0,1,2,4,CSE,6,33,True,high
5.6,68,159,27,1896.0,2,2,4,CSE,7,88,True,high
8.81,333,21,19,1563.0,5,1,1,CSE,5,40,True,high
8.18,208,111,10,1211.0,4,3,0,CSE,7,30,True,high
8.9,224,193,9,1460.0,0,3,1,CSE,6,38,True,high
5.5,58,39,22,1742.0,6,1,2,EEE,8,77,True,high
10.0,241,37,36,1146.0,0,3,0,CSE,6,51,True,high
7.65,256,47,40,1392.0,5,3,4,CSE,6,46,True,high
9.02,248,182,18,1339.0,2,0,2,CSE,8,19,True,high
6.66,177,74,44,1242.0,7,0,3,MECH,6,95,True,high
8.47,57,182,17,1460.0,5,0,2,CSE,6,96,True,high
6.64,60,178,48,1375.0,7,3,0,IT,7,51,True,high
7.11,308,106,26,1561.0,6,3,0,CSE,8,94,True,high
9.91,107,187,5,1685.0,6,2,4,CSE,6,70,True,high
7.59,225,7,9,1082.0,1,0,5,CSE,5,61,True,mid
8.04,186,85,1,1417.0,4,1,3,CSE,6,4,True,high
8.76,89,67,23,1387.0,5,3,4,MECH,8,56,True,high
8.35,194,74,37,1451.0,0,0,3,ECE,5,3,True,high
7.97,36,199,27,1396.0,0,2,3,CSE,6,10,True,high
8.2,204,136,27,1155.0,1,0,4,CSE,7,18,True,mid
10.0,223,89,44,1764.0,2,2,2,CSE,5,83,True,high
7.74,123,129,49,1870.0,5,2,1,IT,6,26,True,high
8.02,251,79,38,1537.0,3,3,3,MECH,8,28,True,high
8.96,133,94,1,1550.0,2,2,0,ECE,5,17,True,high
9.02,314,69,45,1433.0,0,2,4,ECE,7,36,True,high
9.11,85,89,4,1642.0,6,1,5,CIVIL,8,60,True,high
8.5,320,58,49,800.0,5,2,2,ECE,6,46,True,high
6.54,321,146,10,1399.0,6,1,3,CIVIL,6,88,True,high
9.6,205,27,9,1257.0,0,1,5,ECE,8,19,True,high
6.54,53,71,42,1436.0,4,0,2,CSE,7,69,True,high
8.13,195,13,1,1673.0,2,0,4,EEE,5,99,True,high
6.97,255,23,14,1405.0,3,3,5,ECE,6,48,True,high
7.73,93,111,38,1310.0,4,3,0,EEE,7,14,True,high
8.16,216,43,40,1049.0,3,3,3,CSE,6,17,True,high
8.15,160,55,36,1373.0,4,2,3,EEE,7,37,True,high
8.26,165,119,6,1568.0,2,0,5,CSE,8,88,True,high
9.58,25,178,19,1190.0,0,2,2,CSE,6,83,True,high
8.3,174,31,33,899.0,3,0,4,EEE,8,21,True,mid
7.53,154,177,34,1969.0,7,2,1,ECE,7,75,True,high
8.86,46,168,33,1484.0,2,3,3,EEE,5,59,True,high
9.11,342,193,21,1345.0,3,0,0,IT,7,96,True,high
6.45,54,24,30,1748.0,7,0,3,EEE,7,92,True,high
8.46,215,115,22,1435.0,2,1,3,EEE,6,65,True,high
8.57,71,188,18,1733.0,4,0,1,EEE,6,25,True,high
7.47,317,65,3,1712.0,2,0,1,CSE,7,63,True,mid
9.31,28,41,23,1081.0,4,2,4,MECH,7,95,True,high
7.63,309,192,19,1515.0,0,3,3,CSE,8,57,True,high
7.94,16,163,38,1831.0,4,1,3,EEE,8,2,True,high
7.61,258,75,27,1150.0,1,2,2,CSE,6,29,True,high
7.82,126,136,38,1153.0,0,0,2,CSE,7,18,False,none
6.59,77,163,16,1196.0,6,2,5,CSE,5,9,True,high
6.22,43,37,18,1623.0,6,3,5,EEE,5,88,True,high
9.55,203,160,47,1471.0,6,1,0,CSE,5,45,True,high
6.87,334,169,34,916.0,5,2,0,CSE,7,18,True,high
6.71,64,60,31,1485.0,7,0,2,ECE,5,57,True,high
5.5,275,173,46,1337.0,5,2,5,CSE,6,84,True,high
7.1,51,88,45,1372.0,2,0,0,CSE,6,5,False,none
6.34,306,188,46,1191.0,2,1,3,CSE,6,50,True,high
9.61,240,17,45,1487.0,7,1,5,EEE,8,13,True,high
8.91,19,69,38,1663.0,1,2,1,ECE,8,57,True,high
7.04,137,81,34,1240.0,2,1,5,CIVIL,7,7,True,high
10.0,188,115,29,979.0,0,3,3,CSE,7,1,True,high
8.88,202,79,16,1324.0,0,2,2,CSE,7,17,True,high
7.44,101,14,41,1589.0,6,0,4,CSE,7,85,True,high
5.5,240,175,46,1295.0,4,2,4,IT,7,56,True,high
10.0,87,199,28,1026.0,3,0,2,ECE,5,93,True,high
6.27,94,12,5,1591.0,2,1,3,ECE,6,99,True,mid
5.99,39,118,16,1754.0,1,0,0,IT,6,91,True,mid
8.92,222,42,16,1405.0,6,0,5,CSE,6,34,True,high
10.0,58,187,13,999.0,7,0,5,CSE,6,65,True,high
9.32,274,56,23,1321.0,5,0,0,EEE,7,55,True,high
8.42,154,198,49,1438.0,7,3,4,MECH,7,99,True,high
8.45,78,16,36,1198.0,0,0,2,EEE,5,81,True,mid
8.74,67,177,39,1546.0,0,2,2,MECH,6,42,True,high
8.63,194,31,38,1173.0,0,3,1,ECE,7,72,True,high
8.11,71,149,31,1406.0,3,0,4,CIVIL,5,91,True,high
7.91,317,54,35,1343.0,3,0,2,ECE,5,71,True,high
7.73,305,184,49,1554.0,2,0,1,CSE,8,7,True,high
6.97,175,12,36,1396.0,5,3,0,ECE,6,4,True,high
7.49,180,46,47,1351.0,1,0,4,EEE,8,12,True,mid
5.94,72,86,13,1199.0,3,0,4,EEE,8,6,True,low
7.69,156,61,26,1409.0,7,0,2,CSE,8,20,True,high
6.71,315,181,18,1335.0,4,1,2,CSE,5,92,True,high
6.59,170,28,30,1182.0,3,2,3,CSE,5,36,True,mid
8.0,150,21,45,1440.0,0,0,0,IT,6,44,False,none
9.33,343,64,8,1491.0,7,2,0,CSE,5,51,True,high
8.81,106,28,37,1315.0,1,1,5,ECE,6,47,True,high
6.07,230,47,16,1633.0,2,1,1,EEE,7,61,True,mid
6.71,52,4,18,1466.0,3,0,1,CIVIL,8,77,False,none
8.83,301,162,43,1079.0,0,2,3,MECH,8,50,True,high
6.72,117,100,3,1734.0,6,3,5,IT,6,3,True,high
7.55,275,70,47,1592.0,4,0,0,EEE,7,85,True,high
8.41,104,173,10,1650.0,4,3,1,CIVIL,6,55,True,high
6.73,271,162,21,1500.0,6,1,0,CSE,6,74,True,high
7.92,322,172,3,816.0,2,1,0,ECE,8,33,True,mid
6.33,80,140,16,1673.0,2,2,5,MECH,5,44,True,high
7.14,228,137,7,1415.0,3,3,1,CSE,7,15,True,high
8.15,30,65,45,1488.0,2,3,2,CIVIL,8,8,True,high
6.05,101,197,33,1535.0,7,0,2,CSE,5,79,True,high
8.28,136,71,10,1884.0,5,2,5,CSE,8,15,True,high
7.78,89,24,30,1263.0,5,2,1,CSE,5,94,True,high
8.41,321,171,10,1270.0,0,3,3,ECE,8,30,True,high
8.05,247,59,37,1187.0,0,1,4,CSE,6,12,True,high
9.3,191,174,20,1133.0,7,2,5,CSE,5,4,True,high
7.94,34,39,45,1137.0,0,1,0,CIVIL,5,46,True,mid
7.33,165,6,29,937.0,5,0,5,IT,7,38,True,mid
7.93,14,173,9,1507.0,3,2,4,CSE,8,17,True,high
8.4,129,150,25,1897.0,3,2,5,ECE,7,19,True,high
7.85,286,45,26,1913.0,2,0,1,ECE,8,1,True,mid
7.84,27,85,7,1187.0,3,2,0,CSE,8,39,True,high
7.03,207,140,38,1332.0,0,3,4,ECE,5,29,True,high
7.07,66,20,7,1708.0,1,3,2,ECE,7,9,True,low
6.26,102,0,7,1508.0,0,0,3,ECE,6,63,True,mid
9.72,28,122,33,1434.0,5,1,5,MECH,6,41,True,high
6.43,202,146,15,1336.0,6,1,5,ECE,5,74,True,high
7.04,246,124,40,1695.0,1,2,4,CSE,6,52,True,high
7.01,286,187,12,1132.0,2,1,3,ECE,7,92,True,high
8.78,236,32,22,1520.0,4,1,5,EEE,6,52,True,high
7.48,242,3,11,1486.0,6,0,2,EEE,7,39,True,high
9.17,49,2,26,1411.0,3,1,4,EEE,8,15,True,high
7.06,332,90,21,1597.0,3,1,1,EEE,5,47,True,high
8.11,162,51,31,1408.0,5,1,0,CSE,7,60,True,high
6.88,136,27,48,1266.0,0,3,2,ECE,7,91,True,high
10.0,246,69,26,1423.0,0,3,3,EEE,5,80,True,high
6.49,64,197,1,1002.0,1,0,3,MECH,7,37,True,low
8.14,181,182,44,1553.0,3,2,2,ECE,6,43,True,high
8.5,118,56,32,1617.0,6,0,1,CSE,6,14,True,high
8.26,193,107,25,1236.0,5,2,5,EEE,5,94,True,high
7.6,207,143,27,1176.0,6,2,1,CSE,7,60,True,high
7.66,96,23,18,1245.0,2,1,5,CSE,6,6,True,mid
7.85,210,196,42,1384.0,0,1,5,ECE,6,29,True,high
7.64,346,168,4,1454.0,7,0,3,CSE,5,35,True,high
8.86,331,76,32,1804.0,6,0,5,CSE,8,89,True,high
10.0,284,174,19,1772.0,3,0,2,CSE,8,10,True,high
7.19,220,75,29,1608.0,4,3,5,MECH,7,69,True,high
6.29,127,68,44,1430.0,5,3,2,CSE,6,28,True,high
7.7,200,100,7,1168.0,1,3,0,EEE,5,91,True,high
10.0,51,158,37,1820.0,0,3,3,EEE,8,78,True,high
6.92,51,91,16,1338.0,0,3,1,ECE,5,92,True,high
9.6,324,91,43,1470.0,2,1,4,CSE,5,5,True,high
9.65,285,29,0,1557.0,0,2,1,EEE,6,75,True,high
7.19,338,17,2,1415.0,5,3,1,CSE,7,50,True,high
8.43,26,43,45,1688.0,3,0,4,CSE,6,79,True,high
9.59,292,154,25,1514.0,3,2,3,CSE,5,37,True,high
7.38,267,98,30,1647.0,3,3,5,CSE,7,72,True,high
7.58,72,153,7,1512.0,7,3,0,MECH,7,21,True,high
7.16,71,120,42,1391.0,4,1,1,EEE,7,96,True,high
6.68,109,114,45,1419.0,4,1,5,CSE,6,89,True,high
7.09,28,59,7,1384.0,7,1,1,IT,7,53,True,high
6.45,26,145,34,1079.0,0,3,3,CSE,6,39,True,high
7.84,334,55,38,1150.0,6,1,3,EEE,7,6,True,high
6.95,255,30,27,1585.0,4,3,2,MECH,7,95,True,high
8.06,260,100,3,1085.0,6,2,3,MECH,6,39,True,high
6.09,90,58,15,1299.0,6,2,3,CSE,6,23,True,mid
8.16,48,123,12,1137.0,4,3,1,EEE,5,40,True,high
8.72,45,129,19,1286.0,7,0,0,CSE,6,50,True,high
5.61,206,96,4,1361.0,2,3,1,CSE,6,38,True,mid
8.21,167,166,36,1298.0,4,2,5,ECE,7,82,True,high
9.15,213,188,19,1043.0,1,2,3,MECH,5,42,True,high
6.47,205,106,23,1354.0,7,3,2,CSE,8,68,True,high
9.64,225,190,35,1160.0,1,3,0,CSE,6,93,True,high
8.26,294,17,33,1241.0,6,3,2,CSE,6,58,True,high
7.02,205,144,44,1585.0,1,2,4,CSE,5,24,True,high
7.74,316,166,47,1639.0,0,0,2,CSE,7,93,True,high
8.41,161,70,33,1072.0,3,3,2,IT,7,24,True,high
